Customer ID,Age,Number of Dependents,Population,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_nan,Phone Service_No,Phone Service_Yes,Phone Service_nan,Multiple Lines_No,Multiple Lines_Yes,Multiple Lines_nan,Internet Service_No,Internet Service_Yes,Internet Service_nan,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Internet Type_nan,Online Security_No,Online Security_Yes,Online Security_nan,Online Backup_No,Online Backup_Yes,Online Backup_nan,Device Protection Plan_No,Device Protection Plan_Yes,Device Protection Plan_nan,Premium Tech Support_No,Premium Tech Support_Yes,Premium Tech Support_nan,Streaming TV_No,Streaming TV_Yes,Streaming TV_nan,Streaming Movies_No,Streaming Movies_Yes,Streaming Movies_nan,Streaming Music_No,Streaming Music_Yes,Streaming Music_nan,Unlimited Data_No,Unlimited Data_Yes,Unlimited Data_nan,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Contract_nan,Paperless Billing_No,Paperless Billing_Yes,Paperless Billing_nan,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Payment Method_nan,Churn Category
3996-ZNWYK,0.4548823155699731,0.0,0.9243292016906491,0.5,0.9090909090909091,0.2112676056338028,0.4024804960992199,0.35294117647058826,0.4975124378109453,0.12665249144864565,0.0,0.0,0.09032547699214366,0.11836530919101722,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0684-AOSIH,0.03278688524590164,0.2222222222222222,0.12714061832169823,0.5623956981272019,0.09090909090909091,0.6056338028169014,0.08341668333666732,0.0,0.013432835820895536,0.08798650272718868,0.0,0.0,0.051481481481481475,0.07880678843751203,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,-1
9500-LTVBP,0.4426229508196721,0.0,0.36933086384575203,0.5,0.2727272727272727,0.44420649616221375,0.5019003800760152,0.2,0.6029850746268656,0.09913793103448275,0.0,0.0,0.08447811447811447,0.09671115021098882,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
5229-PRWKT,0.4918032786885246,0.0,0.02228237640689557,1.0,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1679-JRFBR,0.3442622950819672,0.0,0.006259201215747732,0.5,0.9090909090909091,1.0,0.9689937987597519,0.23911606548794143,0.6373134328358209,0.6698137191457889,0.0,0.0,0.21054457778019167,0.7761737350288259,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-1
1764-VUUMT,0.4548823155699731,0.3333333333333333,0.5287362872204018,0.0,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2
7531-GQHME,0.45901639344262296,0.3333333333333333,0.32336040271643635,0.75,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4377-VDHYI,0.5081967213114754,0.3333333333333333,0.5330863845752006,0.75,0.45454545454545453,0.4788732394366197,0.03060612122424485,0.6705882352941176,0.7109452736318408,0.363634787833965,0.0,0.0,0.21054457778019167,0.26741891188980077,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
5533-NHFRF,0.4548823155699731,0.0,0.8632853682860806,0.5623956981272019,0.0,0.028169014084507043,0.47649529905981197,0.2823529411764706,0.5587064676616916,0.02275931404271055,0.0,0.0,0.02005050505050505,0.022236197083453892,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1
7516-GMHUV,0.4548823155699731,0.0,0.003267322030678634,0.75,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5197-PYEPU,0.7377049180327869,0.0,0.4385335042978582,0.25,0.0,0.5492957746478874,0.04060812162432486,0.2235294117647059,0.6626865671641791,0.379518350744199,0.0,0.0,0.022783389450056115,0.28122559161329924,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
6743-HHQPF,0.4548823155699731,0.0,0.011141188203447784,0.5,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
2120-SMPEX,0.32786885245901637,0.0,0.5581421854965095,0.5623956981272019,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2
2898-LSJGD,0.5409836065573771,0.0,0.36529420145319846,1.0,0.09090909090909091,0.9014084507042254,0.396879375875175,0.23911606548794143,0.7203980099502488,0.68320121105667,0.0,0.0,0.36184062850729515,0.6112437050404835,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,-1
0496-AHOOK,1.0,0.0,0.004948473191812699,0.5623956981272019,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
6599-RCLCJ,0.13114754098360656,0.2222222222222222,0.0016241629861803676,0.5,0.8181818181818182,0.6338028169014085,0.0,0.611764705882353,0.1671641791044776,0.18505593047980032,0.0,0.0,0.0,0.13370903781407897,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1
6693-DJWTY,0.7540983606557377,0.0,0.6015766728403856,0.5623956981272019,0.5454545454545454,0.44420649616221375,0.0,0.16470588235294117,0.15970149253731342,0.06451650180271794,0.0,0.0,0.0,0.2528086748198647,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1
1661-CZBAU,0.4548823155699731,0.0,0.00023745072897373795,0.5,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
2805-AUFQN,0.5081967213114754,0.0,0.4925203020373273,1.0,0.0,0.38028169014084506,0.2738547709541908,0.1411764705882353,0.7263681592039801,0.26137370155187495,0.0,0.0,0.10755331088664422,0.23796744935181363,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0841-NULXI,0.14754098360655737,0.0,0.08097069858004464,0.5,0.09090909090909091,0.9859154929577465,0.409881976395279,0.0,0.4611265939909204,0.1592920865304613,0.0,0.0,0.40819023569023566,0.23672309202724875,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0263-FJTQO,0.7213114754098361,0.0,0.3489385952414874,0.5,0.0,0.8309859154929577,0.7883576715343068,0.0,0.06716417910447761,0.17174355181658502,0.0,0.0,0.6634680134680134,0.3218177317573704,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5302-BDJNT,0.4548823155699731,0.3333333333333333,0.035589115258583846,0.75,0.6363636363636364,0.971830985915493,0.07341468293658732,0.32941176470588235,0.8746268656716418,0.8616356198576315,0.0,0.0,0.07208193041526374,0.6448112473845917,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-1
3280-NMUVX,0.45901639344262296,0.0,0.2096476751315864,0.75,0.0,0.44420649616221375,0.9491898379675935,0.058823529411764705,0.472636815920398,0.12623070167329206,0.0,0.0,0.22633277216610553,0.158596184305376,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1820-TQVEV,0.9016393442622951,0.0,0.012508904402336514,0.75,0.18181818181818182,0.44420649616221375,0.24664932986597318,0.27058823529411763,0.45721393034825875,0.24122330590736804,0.0,0.0,0.11762626262626263,0.20941329555660743,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1100-DDVRV,0.6229508196721312,0.0,0.0946003704231372,0.5,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
9779-DPNEJ,0.7540983606557377,0.0,0.1960108277532412,0.5623956981272019,0.0,0.6338028169014085,0.32086417283456686,0.3058823529411765,0.5059701492537313,0.37400619395396134,0.0,0.0,0.20702581369248033,0.33214890809317293,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
8878-RYUKI,0.4548823155699731,0.2222222222222222,0.38863085909673745,0.5,0.5454545454545454,0.29577464788732394,0.7231446289257851,0.12941176470588237,0.600995024875622,0.19008274013127485,0.0,0.0,0.21054457778019167,0.2528086748198647,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,-1
8409-WQJUX,0.8852459016393442,0.0,0.4575200645865983,0.5,0.9090909090909091,1.0,0.45820756956879866,0.35294117647058826,0.7442786069651741,0.776116298419155,0.0,0.0,0.02707070707070707,0.5695083952306327,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
7493-TPUWZ,0.9508196721311475,0.0,0.13361827420810182,1.0,0.09090909090909091,0.39436619718309857,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.16445756679301102,0.0,0.0,0.21054457778019167,0.2101099015051037,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1135-HIORI,0.4548823155699731,0.0,0.04838296053568884,0.75,0.0,0.44420649616221375,0.616123224644929,0.3176470588235294,0.4611265939909204,0.058022094850697974,0.0,0.0,0.21054457778019167,0.062384282295170256,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
6230-BSUXY,0.2459016393442623,0.0,0.4390653939307594,0.5,0.0,0.0,0.04480896179235847,0.07058823529411765,0.5164179104477612,0.005928168623463068,0.0,0.0,0.0006285072951739619,0.2528086748198647,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
9667-EQRXU,0.4548823155699731,0.0,0.1557486821484542,0.5623956981272019,0.18181818181818182,0.8309859154929577,0.4590918183636727,0.17647058823529413,0.8567164179104477,0.7304012203013773,0.8280779272946375,0.0,0.38636363636363635,0.640062953776474,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2014-MKGMH,0.4548823155699731,0.0,0.469611055705941,0.5623956981272019,0.0,0.04225352112676056,0.9671934386877376,0.2823529411764706,0.7059701492537314,0.03782818711287787,0.0,0.0,0.0542648709315376,0.0433384233791995,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1270-XKUCC,0.3442622950819672,0.0,0.009232084342498932,0.5,0.09090909090909091,0.07042253521126761,0.12962592518503702,0.0,0.01592039800995026,0.011607885735416473,0.0,0.0,0.01090909090909091,0.011441731797510951,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-1
7207-RMRDB,0.8688524590163934,0.0,0.448534929002232,0.5,0.09090909090909091,0.4507042253521127,0.5557111422284456,0.09411764705882353,0.7587064676616916,0.26137370155187495,0.0,0.0,0.21054457778019167,0.33458242947387434,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5
1934-SJVJK,0.2459016393442623,0.2222222222222222,0.29303319561191055,0.5623956981272019,0.0,0.11267605633802817,0.5529105821164233,0.3411764705882353,0.3169154228855722,0.05375797356013682,0.0,0.0,0.06979797979797979,0.05949583458075695,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
7077-XJMET,0.4548823155699731,0.0,0.2096476751315864,0.75,0.0,0.9859154929577465,0.09781956391278254,0.0,0.06069651741293534,0.18902537672182676,0.0,0.0,0.09741582491582491,0.16561576453548177,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1455-UGQVH,0.9836065573770492,0.0,0.24582799069193143,1.0,0.09090909090909091,0.4084507042253521,0.9605921184236847,0.2823529411764706,0.8283582089552238,0.26137370155187495,0.0,0.0,0.4042087542087542,0.36267747562715447,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1
2452-KDRRH,0.5737704918032787,0.0,0.003865697867692454,0.5623956981272019,0.0,0.6056338028169014,0.9915983196639327,0.24705882352941178,0.4611265939909204,0.26137370155187495,0.0,0.6666666666666666,0.21054457778019167,0.4987355723960067,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7351-MHQVU,0.4548823155699731,0.0,0.015206344683478179,0.5623956981272019,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,4
8631-XVRZL,0.4548823155699731,0.0,0.316835256684238,0.5,0.8181818181818182,0.23943661971830985,0.8739747949589917,0.0,0.06368159203980098,0.05229037625959138,0.0,0.0,0.22065656565656563,0.1033962257839535,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3143-ILDAL,0.639344262295082,0.0,0.0008358265659875576,0.5623956981272019,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3
