Customer ID,Age,Number of Dependents,Population,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_nan,Phone Service_No,Phone Service_Yes,Phone Service_nan,Multiple Lines_No,Multiple Lines_Yes,Multiple Lines_nan,Internet Service_No,Internet Service_Yes,Internet Service_nan,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Internet Type_nan,Online Security_No,Online Security_Yes,Online Security_nan,Online Backup_No,Online Backup_Yes,Online Backup_nan,Device Protection Plan_No,Device Protection Plan_Yes,Device Protection Plan_nan,Premium Tech Support_No,Premium Tech Support_Yes,Premium Tech Support_nan,Streaming TV_No,Streaming TV_Yes,Streaming TV_nan,Streaming Movies_No,Streaming Movies_Yes,Streaming Movies_nan,Streaming Music_No,Streaming Music_Yes,Streaming Music_nan,Unlimited Data_No,Unlimited Data_Yes,Unlimited Data_nan,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Contract_nan,Paperless Billing_No,Paperless Billing_Yes,Paperless Billing_nan,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Payment Method_nan,Churn Category
3996-ZNWYK,46.747821249768215,0.0,97318.0,3.0,10.0,16.0,20.12,30.0,68.25,1114.85,0.0,0.0,321.92,1436.77,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0684-AOSIH,21.0,2.0,13386.0,3.2495827925088077,1.0,44.0,4.17,0.0,19.6,780.25,0.0,0.0,183.48,963.73,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,-1
9500-LTVBP,46.0,0.0,38885.0,3.0,3.0,32.53866122751715,25.09,17.0,78.85,876.75,0.0,0.0,301.08,1177.83,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
5229-PRWKT,49.0,0.0,2346.0,5.0,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1679-JRFBR,40.0,0.0,659.0,3.0,10.0,72.0,48.44,20.32486556647506,82.3,5815.15,0.0,0.0,750.3808752086055,9302.83,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-1
1764-VUUMT,46.747821249768215,3.0,55668.0,1.0,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2
7531-GQHME,47.0,3.0,34045.0,4.0,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4377-VDHYI,50.0,3.0,56126.0,4.0,5.0,35.0,1.53,57.0,89.7,3165.6,0.0,0.0,750.3808752086055,3219.15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
5533-NHFRF,46.747821249768215,0.0,90891.0,3.2495827925088077,0.0,3.0,23.82,24.0,74.4,215.8,0.0,0.0,71.46000000000001,287.26,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1
7516-GMHUV,46.747821249768215,0.0,344.0,4.0,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5197-PYEPU,64.0,0.0,46171.0,2.0,0.0,40.0,2.03,19.0,84.85,3303.05,0.0,0.0,81.19999999999999,3384.25,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
6743-HHQPF,46.747821249768215,0.0,1173.0,3.0,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
2120-SMPEX,39.0,0.0,58764.0,3.2495827925088077,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2
2898-LSJGD,52.0,0.0,38460.0,5.0,1.0,65.0,19.84,20.32486556647506,90.65,5931.0,0.0,0.0,1289.6,7330.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,-1
0496-AHOOK,80.0,0.0,521.0,3.2495827925088077,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
6599-RCLCJ,27.0,2.0,171.0,3.0,9.0,46.0,0.0,52.0,35.05,1620.25,0.0,0.0,0.0,1620.25,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1
6693-DJWTY,65.0,0.0,63337.0,3.2495827925088077,6.0,32.53866122751715,0.0,14.0,34.3,577.15,0.0,0.0,0.0,3044.441077322452,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1
1661-CZBAU,46.747821249768215,0.0,25.0,3.0,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
2805-AUFQN,50.0,0.0,51855.0,5.0,0.0,28.0,13.69,12.0,91.25,2280.6734637493114,0.0,0.0,383.32,2866.9700000000003,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0841-NULXI,28.0,0.0,8525.0,3.0,1.0,71.0,20.49,0.0,64.5932226960874,1397.3,0.0,0.0,1454.79,2852.09,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0263-FJTQO,63.0,0.0,36738.0,3.0,0.0,60.0,39.41,0.0,25.0,1505.05,0.0,0.0,2364.6,3869.65,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5302-BDJNT,46.747821249768215,3.0,3747.0,4.0,7.0,70.0,3.67,28.0,106.15,7475.1,0.0,0.0,256.9,7732.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-1
3280-NMUVX,47.0,0.0,22072.755476229107,4.0,0.0,32.53866122751715,47.45,5.0,65.75,1111.2,0.0,0.0,806.6500000000001,1917.85,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1820-TQVEV,74.0,0.0,1317.0,4.0,2.0,32.53866122751715,12.33,23.0,64.2,2106.3,0.0,0.0,419.22,2525.5200000000004,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1100-DDVRV,57.0,0.0,9960.0,3.0,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
9779-DPNEJ,65.0,0.0,20637.0,3.2495827925088077,0.0,46.0,16.04,26.0,69.1,3255.35,0.0,0.0,737.8399999999999,3993.19,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
8878-RYUKI,46.747821249768215,2.0,40917.0,3.0,6.0,22.0,36.15,11.0,78.65,1663.75,0.0,0.0,750.3808752086055,3044.441077322452,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,-1
8409-WQJUX,73.0,0.0,48170.0,3.0,10.0,72.0,22.905796402744283,30.0,93.05,6735.05,0.0,0.0,96.48,6831.53,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
7493-TPUWZ,77.0,0.0,14068.0,5.0,1.0,29.0,22.905796402744283,20.32486556647506,64.5932226960874,1442.0,0.0,0.0,750.3808752086055,2533.85,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1135-HIORI,46.747821249768215,0.0,5094.0,4.0,0.0,32.53866122751715,30.8,27.0,64.5932226960874,520.95,0.0,0.0,750.3808752086055,767.35,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
6230-BSUXY,34.0,0.0,46227.0,3.0,0.0,1.0,2.24,6.0,70.15,70.15,0.0,0.0,2.24,3044.441077322452,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
9667-EQRXU,46.747821249768215,0.0,16398.0,3.2495827925088077,2.0,60.0,22.95,15.0,104.35,6339.45,41.23,0.0,1377.0,7675.22,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2014-MKGMH,46.747821249768215,0.0,49443.0,3.2495827925088077,0.0,4.0,48.35,24.0,89.2,346.2,0.0,0.0,193.4,539.6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1270-XKUCC,40.0,0.0,972.0,3.0,1.0,6.0,6.48,0.0,19.85,119.3,0.0,0.0,38.88,158.18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-1
7207-RMRDB,72.0,0.0,47224.0,3.0,1.0,33.0,27.78,8.0,94.5,2280.6734637493114,0.0,0.0,750.3808752086055,4022.29,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5
1934-SJVJK,34.0,2.0,30852.0,3.2495827925088077,0.0,9.0,27.64,29.0,50.1,484.05,0.0,0.0,248.76,732.81,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
7077-XJMET,46.747821249768215,0.0,22072.755476229107,4.0,0.0,71.0,4.89,0.0,24.35,1654.6,0.0,0.0,347.19,2001.79,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1455-UGQVH,79.0,0.0,25882.0,5.0,1.0,30.0,48.02,24.0,101.5,2280.6734637493114,0.0,0.0,1440.6,4358.25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1
2452-KDRRH,54.0,0.0,407.0,3.2495827925088077,0.0,44.0,49.57,21.0,64.5932226960874,2280.6734637493114,0.0,100.0,750.3808752086055,5985.23,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7351-MHQVU,46.747821249768215,0.0,1601.0,3.2495827925088077,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,4
8631-XVRZL,46.747821249768215,0.0,33358.0,3.0,9.0,18.0,43.69,0.0,24.65,471.35,0.0,0.0,786.42,1257.77,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3143-ILDAL,58.0,0.0,88.0,3.2495827925088077,0.0,32.53866122751715,22.905796402744283,20.32486556647506,64.5932226960874,2280.6734637493114,0.0,0.0,750.3808752086055,3044.441077322452,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3
4797-AXPXK,46.747821249768215,2.0,1130.0,3.0,7.0,36.0,40.54,59.0,92.9,3379.25,0.0,0.0,1459.44,4838.6900000000005,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
6164-HAQTX,24.0,3.0,3041.0,4.0,9.0,72.0,22.905796402744283,51.0,64.5932226960874,2280.6734637493114,0.0,80.0,0.0,4558.85,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1930-QPBVZ,29.0,0.0,43688.0,4.0,0.0,21.0,0.0,26.0,64.5932226960874,1011.5,0.0,0.0,0.0,1011.5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,-1
0526-SXDJP,46.747821249768215,0.0,13386.0,3.0,0.0,69.0,22.905796402744283,28.0,85.35,5897.4,0.0,0.0,1274.4299999999998,7171.83,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3671-SHRSP,46.747821249768215,0.0,28098.0,5.0,0.0,32.53866122751715,49.66,0.0,20.05,96.8,0.0,0.0,347.62,444.42,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
6101-IMRMM,46.747821249768215,0.0,9423.0,3.0,1.0,33.0,35.31,0.0,24.5,740.3,35.05,0.0,1165.23,1870.48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,4
7131-ZQZNK,20.0,2.0,47568.0,3.0,1.0,7.0,25.64,20.32486556647506,50.7,350.35,0.0,0.0,179.48000000000002,529.83,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
7401-RUBNK,66.0,0.0,34902.0,1.0,2.0,55.0,42.82,27.0,85.45,4874.7,0.0,90.0,2355.1,7319.799999999999,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
1775-KWJKQ,27.0,0.0,73686.0,3.0,0.0,4.0,22.905796402744283,73.0,80.15,319.85,0.0,0.0,26.0,345.85,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
