Customer ID,Age,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Population,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_nan,Phone Service_No,Phone Service_Yes,Phone Service_nan,Multiple Lines_No,Multiple Lines_Yes,Multiple Lines_nan,Internet Service_No,Internet Service_Yes,Internet Service_nan,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Internet Type_nan,Online Security_No,Online Security_Yes,Online Security_nan,Online Backup_No,Online Backup_Yes,Online Backup_nan,Device Protection Plan_No,Device Protection Plan_Yes,Device Protection Plan_nan,Premium Tech Support_No,Premium Tech Support_Yes,Premium Tech Support_nan,Streaming TV_No,Streaming TV_Yes,Streaming TV_nan,Streaming Movies_No,Streaming Movies_Yes,Streaming Movies_nan,Streaming Music_No,Streaming Music_Yes,Streaming Music_nan,Unlimited Data_No,Unlimited Data_Yes,Unlimited Data_nan,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Contract_nan,Paperless Billing_No,Paperless Billing_Yes,Paperless Billing_nan,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Payment Method_nan,Churn Category
3996-ZNWYK,0.022337476811443855,-0.45104187259968315,34.255442,-118.421314,3.025312083352796,-0.7187468084378531,-0.20117598308164317,0.5571828838577316,0.13563073633407258,-0.550843171501565,-0.16681139208451826,-0.2890236959990723,-0.5452901248150852,-0.6056943898710034,-0.1897904860479822,3.789350381976924,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0684-AOSIH,-1.674800984416531,1.7615570914635428,37.424342,-122.165641,-0.23639773567054762,0.5066922245228409,-1.3083267156935396,-1.103957839505537,-1.6073128875444136,-0.7099038836228824,-0.16681139208451826,-0.2890236959990723,-0.7205961208641353,-0.7854166772364974,-0.1897904860479822,-0.438459909126384,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,-1
9500-LTVBP,-0.0429370793896321,-0.45104187259968315,37.573633,-122.455167,0.4884266685568621,-0.893809527432238,0.14381079692344292,-0.16264476293301808,0.515388237117463,-0.6640301277361307,-0.16681139208451826,-0.2890236959990723,-0.5716797301145811,-0.704073573640708,-0.1897904860479822,0.8459719477678072,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
5229-PRWKT,0.15288658921359577,-0.45104187259968315,37.540582,-122.509594,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,1.707777567890495,-0.9945651563953699,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1679-JRFBR,-0.4345844165960879,-0.45104187259968315,38.636102,-120.522149,3.025312083352796,1.7321312574835348,1.7646239383960307,0.003469309403308774,0.638988555768661,1.6835652719647476,-0.16681139208451826,-0.2890236959990723,3.463498592696043,2.382861114429304,-0.1897904860479822,-1.0795424709010564,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-1
1764-VUUMT,0.022337476811443855,2.8678565734951555,34.044271,-118.185237,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-2.0873585399864596,1.6913627416913024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2
7531-GQHME,0.022337476811443855,2.8678565734951555,34.613476,-118.256358,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,0.7589935409212564,0.6021721835665489,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4377-VDHYI,0.21816114541467174,2.8678565734951555,37.505768,-121.962472,1.2132510727842718,0.11280110678547496,-1.491579250746543,2.0522095348846734,0.9041022827306509,0.4240335630554933,-0.16681139208451826,-0.2890236959990723,-0.885125939317278,0.07148599773788616,0.7589935409212564,1.714433049956628,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
5533-NHFRF,0.022337476811443855,-0.45104187259968315,37.980057,-121.801599,-0.5988099377842525,-1.2877006451696038,0.055655221348702634,0.2249547391850779,0.3559617391470777,-0.9782297023822296,-0.16681139208451826,-0.2890236959990723,-0.8624465808281239,-1.0424282105828016,-0.1897904860479822,3.465610488480749,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1
7516-GMHUV,0.022337476811443855,-0.45104187259968315,40.936285,-121.572692,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,0.7589935409212564,-1.0954096043149812,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5197-PYEPU,1.1320049322297352,-0.45104187259968315,33.507255,-117.029473,0.850838870670567,0.33162950552845605,-1.4568723312289287,-0.05190204804213351,0.7303453130325898,0.48937395421232266,-0.16681139208451826,-0.2890236959990723,-0.8501128593493769,0.1342125105994688,-1.138574513017221,1.2129812622244949,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
6743-HHQPF,0.022337476811443855,-0.45104187259968315,38.803731,-121.043799,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,-1.0536513389176996,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
2120-SMPEX,-0.4998589727971638,-0.45104187259968315,33.723579,-118.005441,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,1.8473139958167355,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2
2898-LSJGD,0.34871025781682363,-0.45104187259968315,34.165383,-118.123752,-0.23639773567054762,1.4257714992433614,-0.22061185801150726,0.003469309403308774,0.9381371530838793,1.7386375478142835,-0.16681139208451826,4.397067258117416,0.6800790333526748,1.6335509359859417,1.707777567890495,0.8245639106220355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,-1
0496-AHOOK,2.1763978314469505,-0.45104187259968315,36.125529,-120.864443,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,-1.0864937864919186,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
6599-RCLCJ,-1.2831536472100753,1.7615570914635428,38.349195,-121.902943,2.6628998812390914,0.5942235840200333,-1.5977824244704428,1.7753527476574618,-1.0537984170629624,-0.31058828833924035,-0.16681139208451826,-0.2890236959990723,-0.9529360815335928,-0.5359847558319775,-0.1897904860479822,-1.104123934729613,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1
6693-DJWTY,1.1972794884308111,-0.45104187259968315,37.680844,-122.48131,1.5756632748979769,-0.6749811286892569,-1.5977824244704428,-0.3287588352693449,-1.0806680515523532,-0.8064526900539629,-0.16681139208451826,-0.2890236959990723,-0.9529360815335928,-0.932290180216695,-0.1897904860479822,2.0776644755052383,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1
1661-CZBAU,0.022337476811443855,-0.45104187259968315,38.805481,-120.13287,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,-1.111478225137337,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
2805-AUFQN,0.21816114541467174,-0.45104187259968315,38.672638,-121.147403,-0.5988099377842525,-0.19355865145469855,-0.6475069680781632,-0.4395015501602295,0.9596328606753919,0.13376915534097922,-0.16681139208451826,-0.2890236959990723,-0.4675395602570697,-0.06231789868605184,1.707777567890495,1.4992948696046502,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0841-NULXI,-1.2178790910089994,1.7615570914635428,39.084645,-120.894014,-0.23639773567054762,1.6883655777349387,-0.17549286263860875,-1.103957839505537,-1.6044367013173804,-0.41657330258744035,-0.16681139208451826,-0.2890236959990723,0.8892584431138897,-0.0679712633824804,-0.1897904860479822,-0.683317482221904,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0263-FJTQO,1.0667303760286593,-0.45104187259968315,37.830267,-121.201018,-0.5988099377842525,1.2069431005003803,1.1378169719079163,-1.103957839505537,-1.4138515192207997,-0.36535156997813983,-0.16681139208451826,-0.2890236959990723,2.0413470610378006,0.31863073799506064,-0.1897904860479822,0.7378235812925795,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5302-BDJNT,0.022337476811443855,2.8678565734951555,39.003358,-121.022539,1.9380754770116817,1.6445998979863425,-1.343033635211154,0.446440168966847,1.4934429325312901,2.4726651795731787,-0.16681139208451826,-0.2890236959990723,-0.6276246803128405,1.7860550078371789,0.7589935409212564,-0.923994191592485,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-1
3280-NMUVX,0.022337476811443855,-0.45104187259968315,33.362575,-117.299644,-0.5988099377842525,-0.6749811286892569,1.6959042377511548,-0.8271010522783255,0.046065288036103075,-0.5525782928382141,-0.16681139208451826,-0.2890236959990723,0.06852145756613427,-0.422917461903407,0.7589935409212564,-0.0719039413386657,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1820-TQVEV,1.7847504942404948,-0.45104187259968315,34.70434,-120.02609,0.12601446644315725,0.025269747288282532,-0.7419097891660741,0.16958338173963564,-0.009465289908637904,-0.0795319251396995,-0.16681139208451826,-0.2890236959990723,-0.422079539611585,-0.1920451416696217,0.7589935409212564,-1.0463977922141912,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1100-DDVRV,0.6750830388222034,-0.45104187259968315,33.876482,-118.284077,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,-0.6110338744473574,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
9779-DPNEJ,1.1972794884308111,-0.45104187259968315,40.524535,-122.647172,-0.5988099377842525,0.5942235840200333,-0.48438444634537603,0.33569745407596246,0.166082988755382,0.4666985329087157,-0.16681139208451826,-0.2890236959990723,-0.018612359164111043,0.3655673424706507,-0.1897904860479822,-1.0668487641699165,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
8878-RYUKI,0.022337476811443855,1.7615570914635428,37.900662,-122.052782,1.5756632748979769,-0.4561527299462758,0.9115278566530712,-0.49487290760567176,0.5082230012536259,-0.28990944501205174,-0.16681139208451826,-0.2890236959990723,0.05414899978545859,-0.2172991168962081,-0.1897904860479822,0.9483275512506495,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,-1
8409-WQJUX,1.7194759380394187,-0.45104187259968315,33.881158,-117.854783,3.025312083352796,1.7321312574835348,-1.5047678801632365,0.5571828838577316,1.0241199834499297,2.120863386371203,-0.16681139208451826,-0.2890236959990723,-0.8307638589186523,1.4439390597059292,-0.1897904860479822,1.313674594587783,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
7493-TPUWZ,1.9805741628437226,-0.45104187259968315,33.653338,-117.178271,-0.23639773567054762,-0.14979297170610234,1.015648615205914,0.003469309403308774,-0.5280801201912254,-0.3953240084098465,-0.16681139208451826,-0.2890236959990723,0.4296690310505971,-0.18888032124480672,1.707777567890495,-0.404106305988934,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1135-HIORI,0.022337476811443855,-0.45104187259968315,37.873283,-121.292034,-0.5988099377842525,-1.068872246426623,0.5401638178145983,0.39106881152140477,0.023450012340865984,-0.8331688048812733,-0.16681139208451826,-0.2890236959990723,-0.6409207866297649,-0.8600274137341207,0.7589935409212564,-0.8561433068034158,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
6230-BSUXY,-0.8262317538025435,-0.45104187259968315,33.60693,-117.644253,-0.5988099377842525,-1.3752320046667963,-1.4422954250315307,-0.7717296948328832,0.20370047704052957,-1.0474681743501613,-0.16681139208451826,-4.54045620894351e-16,-0.9500995788526488,1.5549511810257653e-14,-0.1897904860479822,1.2158020859425258,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
9667-EQRXU,0.022337476811443855,-0.45104187259968315,33.867593,-118.080637,0.12601446644315725,1.2069431005003803,-0.0047348186119463235,-0.27338747782390266,1.4289558097567518,1.9328047560209543,3.8884151778913942,-0.2890236959990529,0.7907532897430749,1.7644825584108879,-0.1897904860479822,-0.28673989057799765,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2014-MKGMH,0.022337476811443855,-0.45104187259968315,33.848733,-117.788357,-0.5988099377842525,-1.2439349654210077,1.7583766928828604,0.2249547391850779,0.8861891930710569,-0.916240709971531,-0.16681139208451826,-0.2890236959990723,-0.7080344661342409,-0.9465565676058678,-0.1897904860479822,0.7158110819215155,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1270-XKUCC,-0.4345844165960879,1.7615570914635428,37.252057,-119.95783,-0.23639773567054762,-1.1564036059238152,-1.1479807475221615,-1.103957839505537,-1.5983563427146166,-1.0241034582689814,-0.16681139208451826,-0.2890236959990723,-0.903702499285781,-1.0914696296026265,-0.1897904860479822,-1.063776081191347,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-1
